6,58,0.29696,23
6,128,0.58439,9
6,130,0.2906,28
20,9,0.44263,13
20,12,0.5826,12
20,14,0.24175,19
20,17,0.29696,21
60,14,0.29696,40
60,40,0.29696,32
60,42,0.40838,18
60,56,0.30543,3
60,58,0.29696,23
60,77,0.44263,13
60,128,0.24175,28
60,130,0.23885,15
90,77,0.44263,13
130,12,0.24691,34
130,14,0.25413,32
130,40,0.54826,31
130,56,0.54826,26
130,58,0.54826,33
130,75,0.54826,25
130,77,0.54826,22
130,128,0.54826,23
130,130,0.52181,8
130,138,0.54826,44
130,140,0.30543,28
180,77,0.35687,47
180,75,0.54826,41
158,6,0.24547,40
160,6,0.24691,23
162,6,0.25413,45
160,20,0.54826,24
107,33,0.24691,22
105,33,0.24547,35
14,33,0.29696,21
12,33,0.24175,19
10,33,0.44263,25
10,50,0.44263,20
12,50,0.24175,29
105,50,0.24547,21
107,50,0.54826,35
109,50,0.40838,18
162,50,0.54826,55
162,70,0.54826,8
105,70,0.54826,23
103,70,0.30543,17
12,70,0.24175,22
10,70,0.44263,20
10,90,0.2165,16
12,90,0.24175,31
103,90,0.30543,30
105,90,0.54826,51
107,90,0.54826,19
182,90,0.54826,23
184,90,0.54826,69
10,134,0.26209,35
12,134,0.20732,18
105,134,0.54826,44
164,134,0.54826,76
164,145,0.52181,17
162,145,0.53743,12
6,40,0.21694,23
6,42,0.33702,21
6,56,0.30543,10
164,80,0.54826,22
109,70,0.54826,36
103,145,0.58357,8
103,135,0.30543,36
